2014,Bihar,KHAGARIA - BR34( 01-FEB-2018 ),8,TWO WHEELER (INVALID CARRIAGE),0,0,0,0,0,0,0,1,0,0,0,0,1
2014,Bihar,KHAGARIA - BR34( 01-FEB-2018 ),9,TWO WHEELER(NT),294,358,485,605,551,752,593,628,476,806,454,361,"6,363"
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),1,HEAVY GOODS VEHICLE,0,1,0,2,1,1,1,0,0,0,0,0,6
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),2,HEAVY PASSENGER VEHICLE,1,0,1,0,1,2,0,0,0,0,1,0,6
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),3,LIGHT GOODS VEHICLE,46,31,58,28,37,67,78,53,42,29,73,43,585
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),4,LIGHT MOTOR VEHICLE,30,29,40,30,15,36,21,27,54,18,32,43,375
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),5,LIGHT PASSENGER VEHICLE,3,3,2,4,1,1,4,2,2,2,1,3,28
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),6,MEDIUM GOODS VEHICLE,0,0,1,0,0,0,2,3,1,2,0,3,12
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),7,MEDIUM PASSENGER VEHICLE,0,0,0,0,3,0,0,0,0,0,0,0,3
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),8,THREE WHEELER(T),8,7,10,14,11,16,9,14,20,15,14,18,156
2014,Bihar,KISHANGANJ - BR37( 07-FEB-2018 ),9,TWO WHEELER(NT),918,"1,163","1,880","2,054","2,151","1,443",881,"1,063",709,883,801,271,"14,217"
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),1,HEAVY GOODS VEHICLE,10,6,3,3,4,4,0,1,2,5,11,4,53
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),2,HEAVY PASSENGER VEHICLE,0,0,1,0,0,0,0,0,0,0,0,0,1
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),3,LIGHT GOODS VEHICLE,64,53,69,85,95,14,111,85,95,59,92,71,893
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),4,LIGHT MOTOR VEHICLE,2,8,13,9,7,5,10,4,7,8,10,4,87
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),5,LIGHT PASSENGER VEHICLE,18,3,7,6,3,2,5,3,11,4,2,1,65
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),6,MEDIUM GOODS VEHICLE,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),7,THREE WHEELER(T),0,0,0,0,0,1,1,3,2,4,0,3,14
2014,Bihar,LAKHISARAI - BR53( 27-JAN-2017 ),8,TWO WHEELER(NT),165,200,349,191,365,301,225,143,189,345,259,203,"2,935"
2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),1,HEAVY GOODS VEHICLE,2,0,3,2,1,2,2,0,0,2,1,0,15
2014,Bihar,MADHEPURA - BR43( 02-JUN-2017 ),2,HEAVY PASSENGER VEHICLE,1,0,0,0,0,0,2,0,0,0,0,0,3
