0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2014,Bihar,CHAPARA - BR4( 29-JAN-2018 ),10,THREE WHEELER (PASSENGER),69,82,79,69,31,58,69,61,70,56,53,62,759
2014,Bihar,CHAPARA - BR4( 29-JAN-2018 ),11,TRACTOR (COMMERCIAL),138,78,69,57,60,80,112,73,109,93,103,77,"1,049"
2014,Bihar,CHAPARA - BR4( 29-JAN-2018 ),12,TRAILER (COMMERCIAL),6,15,7,4,0,2,9,11,8,1,1,4,68
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),1,AGRICULTURAL TRACTOR,1,0,0,0,0,0,0,0,0,0,0,0,1
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),2,AMBULANCE,0,0,0,1,0,0,0,2,0,1,0,0,4
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),3,BUS,7,2,1,1,4,6,1,3,3,3,1,2,34
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),4,CONSTRUCTION EQUIPMENT VEHICLE,0,1,0,0,0,0,0,0,0,0,1,0,2
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),5,GOODS CARRIER,51,66,61,57,65,74,65,43,65,62,83,66,758
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),6,MAXI CAB,0,0,1,0,0,0,0,0,0,0,0,0,1
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),7,M-CYCLE/SCOOTER,"1,182","1,387","1,701","1,631","2,099","1,739","1,299","1,052","1,184","2,054","1,411","1,211","17,950"
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),8,MOPED,6,8,4,9,6,7,10,13,4,2,0,0,69
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),9,MOTOR CAB,56,75,71,79,67,54,66,38,53,34,55,62,710
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),10,MOTOR CAR,121,84,136,135,136,123,145,94,93,150,150,115,"1,482"
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),11,THREE WHEELER (GOODS),9,2,4,3,5,6,12,4,6,5,8,10,74
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),12,THREE WHEELER (PASSENGER),139,150,161,93,120,201,234,230,294,239,210,237,"2,308"
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),13,TRACTOR (COMMERCIAL),92,54,83,72,51,86,164,51,65,62,118,113,"1,011"
2014,Bihar,DARBHANGA - BR7( 30-JAN-2018 ),14,TRAILER (COMMERCIAL),38,21,27,17,11,11,20,9,12,17,26,38,247
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),1,ADAPTED VEHICLE,0,0,1,0,0,0,0,0,0,0,0,0,1
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),2,AGRICULTURAL TRACTOR,74,81,74,71,52,90,156,115,87,9,24,14,847
2014,Bihar,GAYA - BR2( 06-SEP-2017 ),3,AMBULANCE,0,0,0,1,0,0,0,0,0,0,0,0,1
