Year,State,RTO Name,3,Fuel,Jan,Feb,March,April,May,June,July,Aug,Sep,Oct,Nov,Dec,Total
2022,Odisha,KENDRAPARA RTO - OR29( 23-OCT-2017 ),7,PETROL/HYBRID,0,1,0,1,0,0,0,1,1,1,0,3,8
2022,Odisha,KEONJHAR RTO - OR9( 04-DEC-2017 ),1,DIESEL,179,148,200,193,203,191,195,161,148,200,146,190,"2,154"
2022,Odisha,KEONJHAR RTO - OR9( 04-DEC-2017 ),2,ELECTRIC(BOV),20,17,76,4,9,44,42,46,56,58,99,43,514
2022,Odisha,KEONJHAR RTO - OR9( 04-DEC-2017 ),3,NOT APPLICABLE,4,5,18,10,9,14,15,5,6,4,8,13,111
2022,Odisha,KEONJHAR RTO - OR9( 04-DEC-2017 ),4,PETROL,"1,413","1,144","1,333","1,205","1,121","1,196","1,007",768,"1,000","2,083","1,024","1,004","14,298"
2022,Odisha,KEONJHAR RTO - OR9( 04-DEC-2017 ),5,PETROL/CNG,0,0,0,0,0,0,0,0,0,0,0,2,2
2022,Odisha,KEONJHAR RTO - OR9( 04-DEC-2017 ),6,PETROL/HYBRID,1,6,0,1,4,2,4,2,6,10,6,12,54
2022,Odisha,KHORDHA ARTO - OR201( 20-JAN-2018 ),1,CNG ONLY,0,0,0,0,0,0,0,4,2,0,0,0,6
2022,Odisha,KHORDHA ARTO - OR201( 20-JAN-2018 ),2,DIESEL,53,47,58,85,70,57,81,71,72,73,64,79,810
2022,Odisha,KHORDHA ARTO - OR201( 20-JAN-2018 ),3,ELECTRIC(BOV),7,5,5,8,19,12,9,17,17,32,25,29,185
2022,Odisha,KHORDHA ARTO - OR201( 20-JAN-2018 ),4,NOT APPLICABLE,1,6,1,1,4,1,2,2,2,0,2,2,24
2022,Odisha,KHORDHA ARTO - OR201( 20-JAN-2018 ),5,PETROL,215,236,344,255,206,207,202,189,203,491,255,236,"3,039"
2022,Odisha,KHORDHA ARTO - OR201( 20-JAN-2018 ),6,PETROL/CNG,0,1,1,1,0,1,0,0,0,0,2,2,8
2022,Odisha,KHORDHA ARTO - OR201( 20-JAN-2018 ),7,PETROL/HYBRID,1,0,1,1,2,0,3,4,1,2,5,5,25
2022,Odisha,KORAPUT RTO - OR10( 25-DEC-2017 ),1,DIESEL,120,120,156,128,117,136,130,90,121,117,157,135,"1,527"
2022,Odisha,KORAPUT RTO - OR10( 25-DEC-2017 ),2,ELECTRIC(BOV),6,0,4,14,12,21,11,30,32,24,38,26,218
2022,Odisha,KORAPUT RTO - OR10( 25-DEC-2017 ),3,NOT APPLICABLE,13,11,13,25,21,10,9,6,10,7,11,12,148
2022,Odisha,KORAPUT RTO - OR10( 25-DEC-2017 ),4,PETROL,"1,726","1,576","1,585","1,482","1,311","1,189",941,912,"1,421","2,152","1,170","1,186","16,651"
2022,Odisha,KORAPUT RTO - OR10( 25-DEC-2017 ),5,PETROL/CNG,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,Odisha,KORAPUT RTO - OR10( 25-DEC-2017 ),6,PETROL/HYBRID,12,11,11,11,19,13,22,22,18,29,20,17,205
2022,Odisha,MALKANAGIRI RTO - OR30( 25-DEC-2017 ),1,DIESEL,56,63,78,60,48,80,86,60,52,64,63,49,759
2022,Odisha,MALKANAGIRI RTO - OR30( 25-DEC-2017 ),2,ELECTRIC(BOV),0,0,0,2,2,4,2,2,6,5,5,4,32
2022,Odisha,MALKANAGIRI RTO - OR30( 25-DEC-2017 ),3,NOT APPLICABLE,6,1,3,2,5,1,4,2,1,3,2,1,31
2022,Odisha,MALKANAGIRI RTO - OR30( 25-DEC-2017 ),4,PETROL,481,516,522,421,452,446,310,325,340,689,369,448,"5,319"
2022,Odisha,MALKANAGIRI RTO - OR30( 25-DEC-2017 ),5,PETROL/CNG,0,0,0,0,0,0,0,0,0,0,0,1,1
2022,Odisha,MALKANAGIRI RTO - OR30( 25-DEC-2017 ),6,PETROL/HYBRID,4,4,7,4,12,1,5,5,8,4,2,3,59
2022,Odisha,MAYURBHANJ RTO - OR11( 08-NOV-2017 ),1,CNG ONLY,1,1,5,1,0,5,4,1,7,6,5,6,42
2022,Odisha,MAYURBHANJ RTO - OR11( 08-NOV-2017 ),2,DIESEL,92,73,95,97,100,148,115,64,85,83,110,98,"1,160"
2022,Odisha,MAYURBHANJ RTO - OR11( 08-NOV-2017 ),3,ELECTRIC(BOV),97,83,140,117,123,110,123,111,117,231,91,93,"1,436"
2022,Odisha,MAYURBHANJ RTO - OR11( 08-NOV-2017 ),4,NOT APPLICABLE,8,2,12,13,9,6,11,4,9,6,15,6,101
2022,Odisha,MAYURBHANJ RTO - OR11( 08-NOV-2017 ),5,PETROL,"1,666","1,198","1,257","1,139","1,014","1,268",995,892,"1,084","2,012",862,"1,024","14,411"
2022,Odisha,MAYURBHANJ RTO - OR11( 08-NOV-2017 ),6,PETROL/CNG,2,0,1,3,6,4,6,2,5,4,3,5,41
2022,Odisha,MAYURBHANJ RTO - OR11( 08-NOV-2017 ),7,PETROL/HYBRID,11,6,2,4,10,8,4,10,6,12,10,15,98
2022,Odisha,NAWARANGPUR RTO - OR24( 07-NOV-2017 ),1,DIESEL,130,130,149,78,130,173,113,89,101,108,128,114,"1,443"
2022,Odisha,NAWARANGPUR RTO - OR24( 07-NOV-2017 ),2,ELECTRIC(BOV),8,7,14,27,12,11,9,9,6,17,15,11,146
2022,Odisha,NAWARANGPUR RTO - OR24( 07-NOV-2017 ),3,NOT APPLICABLE,6,16,11,23,19,14,2,23,21,0,18,3,156
2022,Odisha,NAWARANGPUR RTO - OR24( 07-NOV-2017 ),4,PETROL,985,"1,006",908,756,675,607,441,390,552,958,644,866,"8,788"
2022,Odisha,NAWARANGPUR RTO - OR24( 07-NOV-2017 ),5,PETROL/HYBRID,10,4,3,2,6,10,7,6,7,5,7,11,78
2022,Odisha,NAYAGARH RTO - OR25( 25-DEC-2017 ),1,DIESEL,29,24,38,31,23,27,44,29,44,40,49,46,424
2022,Odisha,NAYAGARH RTO - OR25( 25-DEC-2017 ),2,ELECTRIC(BOV),0,0,0,1,1,1,8,19,27,30,50,28,165
2022,Odisha,NAYAGARH RTO - OR25( 25-DEC-2017 ),3,NOT APPLICABLE,3,4,0,3,3,3,2,0,3,0,0,1,22
2022,Odisha,NAYAGARH RTO - OR25( 25-DEC-2017 ),4,PETROL,828,701,906,879,738,745,656,596,659,"1,639","1,049",799,"10,195"
2022,Odisha,NAYAGARH RTO - OR25( 25-DEC-2017 ),5,PETROL/HYBRID,0,0,0,0,1,0,0,0,0,0,1,0,2
2022,Odisha,NUAPADA RTO - OR26( 06-NOV-2017 ),1,DIESEL,50,42,61,41,29,52,49,54,36,46,53,60,573
2022,Odisha,NUAPADA RTO - OR26( 06-NOV-2017 ),2,ELECTRIC(BOV),26,15,16,29,23,10,19,14,27,15,55,28,277
2022,Odisha,NUAPADA RTO - OR26( 06-NOV-2017 ),3,NOT APPLICABLE,1,1,1,3,2,0,5,1,1,2,0,1,18
2022,Odisha,NUAPADA RTO - OR26( 06-NOV-2017 ),4,PETROL,695,597,695,519,391,358,329,214,228,499,340,336,"5,201"
2022,Odisha,NUAPADA RTO - OR26( 06-NOV-2017 ),5,PETROL/HYBRID,4,3,1,2,8,8,4,3,4,3,6,8,54
2022,Odisha,PHULBANI RTO - OR12( 23-OCT-2017 ),1,DIESEL,36,28,41,35,36,35,37,29,40,41,45,36,439
2022,Odisha,PHULBANI RTO - OR12( 23-OCT-2017 ),2,ELECTRIC(BOV),0,0,0,0,0,0,0,0,2,1,4,0,7
2022,Odisha,PHULBANI RTO - OR12( 23-OCT-2017 ),3,NOT APPLICABLE,4,2,2,2,9,4,5,3,6,3,4,4,48
2022,Odisha,PHULBANI RTO - OR12( 23-OCT-2017 ),4,PETROL,476,402,517,527,608,469,383,291,412,729,467,423,"5,704"
2022,Odisha,PHULBANI RTO - OR12( 23-OCT-2017 ),5,PETROL/HYBRID,0,0,1,1,0,0,0,0,0,0,1,4,7
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),1,CNG ONLY,0,0,1,2,0,0,0,0,1,1,1,1,7
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),2,DIESEL,31,35,28,41,41,73,63,68,56,93,97,106,732
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),3,DIESEL/HYBRID,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),4,ELECTRIC(BOV),70,50,123,203,173,181,151,186,175,287,214,233,"2,046"
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),5,NOT APPLICABLE,3,2,6,1,4,3,1,4,0,2,1,4,31
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),6,PETROL,"1,129",850,"1,157","1,009","1,038","1,146",977,959,946,"2,263","1,181","1,069","13,724"
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),7,PETROL/CNG,3,2,0,3,2,2,2,6,8,7,6,7,48
2022,Odisha,PURI RTO - OR13( 25-DEC-2017 ),8,PETROL/HYBRID,0,3,2,2,1,4,3,2,3,5,5,7,37
2022,Odisha,RAIRANGPUR ARTO - OR111( 08-NOV-2017 ),1,CNG ONLY,0,0,0,1,1,0,2,1,0,1,1,3,10
2022,Odisha,RAIRANGPUR ARTO - OR111( 08-NOV-2017 ),2,DIESEL,69,58,71,63,85,89,79,69,73,76,65,55,852
2022,Odisha,RAIRANGPUR ARTO - OR111( 08-NOV-2017 ),3,ELECTRIC(BOV),1,1,2,1,1,1,2,1,5,2,1,2,20
2022,Odisha,RAIRANGPUR ARTO - OR111( 08-NOV-2017 ),4,NOT APPLICABLE,4,30,18,16,10,9,2,2,16,8,6,26,147
2022,Odisha,RAIRANGPUR ARTO - OR111( 08-NOV-2017 ),5,PETROL,731,538,625,446,464,522,373,352,466,941,429,477,"6,364"
2022,Odisha,RAIRANGPUR ARTO - OR111( 08-NOV-2017 ),6,PETROL/CNG,0,0,2,1,2,2,2,1,0,4,4,2,20
2022,Odisha,RAIRANGPUR ARTO - OR111( 08-NOV-2017 ),7,PETROL/HYBRID,3,1,2,5,6,1,1,6,0,4,1,5,35
2022,Odisha,RAYGADA RTO - OR18( 25-DEC-2017 ),1,DIESEL,87,113,91,102,96,104,92,68,76,73,101,87,"1,090"
2022,Odisha,RAYGADA RTO - OR18( 25-DEC-2017 ),2,ELECTRIC(BOV),2,1,0,0,4,3,4,2,4,10,14,17,61
2022,Odisha,RAYGADA RTO - OR18( 25-DEC-2017 ),3,NOT APPLICABLE,3,20,14,15,9,6,8,9,3,8,7,18,120
2022,Odisha,RAYGADA RTO - OR18( 25-DEC-2017 ),4,PETROL,"1,009","1,056","1,076","1,006",977,771,609,512,769,"1,249",628,679,"10,341"
2022,Odisha,RAYGADA RTO - OR18( 25-DEC-2017 ),5,PETROL/HYBRID,6,3,1,5,4,2,2,8,9,3,4,4,51
2022,Odisha,ROURKELA RTO - OR14( 25-DEC-2017 ),1,CNG ONLY,1,0,0,0,0,0,0,1,0,0,0,0,2
2022,Odisha,ROURKELA RTO - OR14( 25-DEC-2017 ),2,DIESEL,190,225,293,293,271,251,263,250,280,260,221,245,"3,042"
2022,Odisha,ROURKELA RTO - OR14( 25-DEC-2017 ),3,ELECTRIC(BOV),128,126,225,185,138,127,186,179,187,330,221,158,"2,190"
2022,Odisha,ROURKELA RTO - OR14( 25-DEC-2017 ),4,NOT APPLICABLE,16,28,11,12,11,8,12,7,6,12,17,2,142
2022,Odisha,ROURKELA RTO - OR14( 25-DEC-2017 ),5,PETROL,"1,760","1,514","1,655","1,496","1,405","1,543","1,386","1,323","1,624","3,226","1,495","1,867","20,294"
2022,Odisha,ROURKELA RTO - OR14( 25-DEC-2017 ),6,PETROL/CNG,3,4,3,2,2,6,2,1,2,2,5,2,34
2022,Odisha,ROURKELA RTO - OR14( 25-DEC-2017 ),7,PETROL/HYBRID,37,17,18,16,39,23,26,50,44,36,49,77,432
2022,Odisha,SAMBALPUR RTO - OR15( 04-DEC-2017 ),1,DIESEL,208,205,193,201,201,272,246,207,186,255,234,242,"2,650"
2022,Odisha,SAMBALPUR RTO - OR15( 04-DEC-2017 ),2,ELECTRIC(BOV),30,43,72,68,30,43,47,31,42,93,92,60,651
2022,Odisha,SAMBALPUR RTO - OR15( 04-DEC-2017 ),3,NOT APPLICABLE,3,26,15,9,10,7,13,13,5,9,7,8,125
2022,Odisha,SAMBALPUR RTO - OR15( 04-DEC-2017 ),4,PETROL,"1,661","1,497","1,571","1,599","1,477","1,460","1,215","1,095","1,235","2,138","1,289","1,344","17,581"
2022,Odisha,SAMBALPUR RTO - OR15( 04-DEC-2017 ),5,PETROL/CNG,0,1,1,0,0,0,0,0,0,0,0,1,3
2022,Odisha,SAMBALPUR RTO - OR15( 04-DEC-2017 ),6,PETROL/HYBRID,9,14,11,12,18,16,20,24,27,39,26,34,250
2022,Odisha,SONEPUR RTO - OR31( 08-NOV-2017 ),1,DIESEL,77,63,67,46,41,41,107,80,31,33,49,56,691
2022,Odisha,SONEPUR RTO - OR31( 08-NOV-2017 ),2,ELECTRIC(BOV),22,20,17,26,13,24,39,32,24,65,44,38,364
2022,Odisha,SONEPUR RTO - OR31( 08-NOV-2017 ),3,NOT APPLICABLE,0,1,1,17,9,0,1,4,3,5,6,8,55
2022,Odisha,SONEPUR RTO - OR31( 08-NOV-2017 ),4,PETROL,882,"1,289","1,222","1,045",785,692,461,376,444,727,353,474,"8,750"
2022,Odisha,SONEPUR RTO - OR31( 08-NOV-2017 ),5,PETROL/CNG,0,0,1,0,0,0,0,0,0,0,0,0,1
2022,Odisha,SONEPUR RTO - OR31( 08-NOV-2017 ),6,PETROL/HYBRID,1,1,0,0,5,2,3,4,2,1,0,3,22
2022,Odisha,SUNDERGARH RTO - OR16( 08-NOV-2017 ),1,DIESEL,114,131,135,168,167,267,192,232,202,179,222,241,"2,250"
2022,Odisha,SUNDERGARH RTO - OR16( 08-NOV-2017 ),2,ELECTRIC(BOV),26,11,43,28,16,29,36,36,35,40,33,23,356
2022,Odisha,SUNDERGARH RTO - OR16( 08-NOV-2017 ),3,NOT APPLICABLE,1,33,7,17,12,8,4,11,8,2,11,4,118
2022,Odisha,SUNDERGARH RTO - OR16( 08-NOV-2017 ),4,PETROL,761,586,605,642,609,680,541,460,531,"1,029",797,732,"7,973"
2022,Odisha,SUNDERGARH RTO - OR16( 08-NOV-2017 ),5,PETROL/CNG,0,0,1,0,0,0,0,0,0,0,0,0,1
2022,Odisha,SUNDERGARH RTO - OR16( 08-NOV-2017 ),6,PETROL/HYBRID,1,5,3,7,8,5,4,11,8,6,9,7,74
2022,Odisha,TALCHER RTO - OR35( 25-DEC-2017 ),1,DIESEL,125,88,100,108,109,98,69,85,69,119,163,95,"1,228"
2022,Odisha,TALCHER RTO - OR35( 25-DEC-2017 ),2,ELECTRIC(BOV),1,1,2,6,2,2,6,2,8,5,11,13,59
2022,Odisha,TALCHER RTO - OR35( 25-DEC-2017 ),3,NOT APPLICABLE,5,2,3,7,4,2,3,2,2,9,3,5,47
2022,Odisha,TALCHER RTO - OR35( 25-DEC-2017 ),4,PETROL,457,431,511,436,406,441,373,333,555,958,345,373,"5,619"
2022,Odisha,TALCHER RTO - OR35( 25-DEC-2017 ),5,PETROL/CNG,0,0,0,0,1,0,0,0,0,0,0,0,1
2022,Odisha,TALCHER RTO - OR35( 25-DEC-2017 ),6,PETROL/HYBRID,1,0,3,0,2,0,0,1,2,3,4,1,17
2021,Odisha,ANGUL RTO - OR19( 25-DEC-2017 ),1,DIESEL,207,167,191,164,77,100,163,146,133,145,100,99,"1,692"
2021,Odisha,ANGUL RTO - OR19( 25-DEC-2017 ),2,ELECTRIC(BOV),1,0,2,1,0,1,8,2,17,26,18,5,81
2021,Odisha,ANGUL RTO - OR19( 25-DEC-2017 ),3,NOT APPLICABLE,5,1,22,2,0,0,0,1,24,2,6,18,81
2021,Odisha,ANGUL RTO - OR19( 25-DEC-2017 ),4,PETROL,"1,226","1,155","1,062",980,211,559,"1,201","1,049",897,"1,824","1,135",787,"12,086"
2021,Odisha,ANGUL RTO - OR19( 25-DEC-2017 ),5,PETROL/CNG,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,Odisha,ANGUL RTO - OR19( 25-DEC-2017 ),6,PETROL/HYBRID,6,4,5,4,1,3,5,1,3,9,5,4,50
2021,Odisha,ARTO BARBIL - OR901( 04-DEC-2017 ),1,DIESEL,226,242,290,274,162,189,286,249,223,88,108,172,"2,509"
2021,Odisha,ARTO BARBIL - OR901( 04-DEC-2017 ),2,ELECTRIC(BOV),0,0,1,0,0,0,0,0,3,5,0,2,11
2021,Odisha,ARTO BARBIL - OR901( 04-DEC-2017 ),3,PETROL,223,218,182,138,15,42,257,184,189,280,245,253,"2,226"
2021,Odisha,ARTO BARBIL - OR901( 04-DEC-2017 ),4,PETROL/HYBRID,0,0,1,0,0,0,1,0,1,0,2,0,5
2021,Odisha,BALASORE RTO - OR1( 07-NOV-2017 ),1,CNG ONLY,0,0,0,0,0,0,0,0,0,1,0,0,1
2021,Odisha,BALASORE RTO - OR1( 07-NOV-2017 ),2,DIESEL,314,279,340,265,62,201,284,209,162,253,239,230,"2,838"
2021,Odisha,BALASORE RTO - OR1( 07-NOV-2017 ),3,ELECTRIC(BOV),2,2,4,7,0,9,13,20,25,81,49,41,253
2021,Odisha,BALASORE RTO - OR1( 07-NOV-2017 ),4,NOT APPLICABLE,9,2,5,5,0,0,0,0,6,2,4,8,41
2021,Odisha,BALASORE RTO - OR1( 07-NOV-2017 ),5,PETROL,"2,603","2,306","2,676","2,260",299,"1,556","2,338","2,086","1,635","3,787","2,330","1,465","25,341"
2021,Odisha,BALASORE RTO - OR1( 07-NOV-2017 ),6,PETROL/CNG,0,0,0,0,0,0,3,3,2,1,3,2,14
2021,Odisha,BALASORE RTO - OR1( 07-NOV-2017 ),7,PETROL/HYBRID,19,12,16,16,1,8,11,15,19,21,12,15,165
2021,Odisha,BARGARH RTO - OR17( 04-DEC-2017 ),1,DIESEL,263,232,287,189,44,170,351,181,125,167,166,131,"2,306"
2021,Odisha,BARGARH RTO - OR17( 04-DEC-2017 ),2,ELECTRIC(BOV),8,19,11,21,0,13,16,47,64,52,49,37,337
2021,Odisha,BARGARH RTO - OR17( 04-DEC-2017 ),3,NOT APPLICABLE,1,1,4,14,3,0,0,16,5,5,5,26,80
2021,Odisha,BARGARH RTO - OR17( 04-DEC-2017 ),4,PETROL,"1,336","2,845","2,817","1,910",346,958,"1,739","1,003",916,"1,170","1,086",664,"16,790"
2021,Odisha,BARGARH RTO - OR17( 04-DEC-2017 ),5,PETROL/HYBRID,15,13,16,11,0,9,13,9,14,21,12,7,140
2021,Odisha,BHADRAK RTO - OR22( 04-DEC-2017 ),1,CNG ONLY,0,0,0,0,0,0,0,3,5,8,10,2,28
2021,Odisha,BHADRAK RTO - OR22( 04-DEC-2017 ),2,DIESEL,154,131,189,115,25,65,102,102,80,102,116,92,"1,273"
2021,Odisha,BHADRAK RTO - OR22( 04-DEC-2017 ),3,ELECTRIC(BOV),0,1,0,0,1,0,0,2,3,2,9,2,20
2021,Odisha,BHADRAK RTO - OR22( 04-DEC-2017 ),4,NOT APPLICABLE,23,24,17,2,0,0,0,1,8,1,12,5,93
2021,Odisha,BHADRAK RTO - OR22( 04-DEC-2017 ),5,PETROL,"1,324","1,265","1,330","1,240",213,563,"1,112","1,059",922,"1,699","1,594",824,"13,145"
2021,Odisha,BHADRAK RTO - OR22( 04-DEC-2017 ),6,PETROL/CNG,0,0,0,0,0,0,0,0,0,1,1,1,3
2021,Odisha,BHADRAK RTO - OR22( 04-DEC-2017 ),7,PETROL/HYBRID,0,1,0,3,0,1,1,1,3,8,1,1,20
2021,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),1,DIESEL,26,33,25,28,10,17,38,28,19,35,43,28,330
2021,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),2,ELECTRIC(BOV),0,0,0,0,0,0,0,1,0,3,2,3,9
2021,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),3,NOT APPLICABLE,0,2,3,0,0,0,1,1,4,1,1,4,17
2021,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),4,PETROL,463,505,644,786,111,487,675,540,373,826,717,376,"6,503"
2021,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),5,PETROL/HYBRID,0,1,1,3,0,0,1,1,0,3,0,1,11
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),1,CNG ONLY,10,5,5,1,0,0,0,0,0,1,0,1,23
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),2,DIESEL,180,171,291,157,27,68,128,162,132,150,160,112,"1,738"
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),3,ELECTRIC(BOV),17,23,52,41,1,18,48,85,84,132,121,133,755
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),4,NOT APPLICABLE,2,6,32,0,0,0,0,1,2,3,0,2,48
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),5,PETROL,"1,306","1,648","1,525","1,231",92,450,"1,241","1,386","1,289","2,368","1,713","1,275","15,524"
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),6,PETROL/CNG,4,2,3,7,0,0,6,3,2,9,16,21,73
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),7,PETROL/HYBRID,6,15,20,27,4,8,18,19,30,30,39,29,245
2021,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),8,PETROL/LPG,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),1,CNG ONLY,7,3,10,6,0,1,3,7,17,26,29,19,128
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),2,DIESEL,644,747,770,603,190,374,733,630,558,635,613,550,"7,047"
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),3,ELECTRIC(BOV),20,50,62,70,15,81,80,93,77,172,165,284,"1,169"
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),4,NOT APPLICABLE,7,15,7,23,1,7,13,18,14,14,28,23,170
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),5,PETROL,"5,486","5,039","5,596","4,689",535,"2,004","4,592","4,663","4,456","6,500","4,945","3,772","52,277"
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),6,PETROL/CNG,18,20,50,35,2,10,33,39,32,59,91,61,450
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),7,PETROL/HYBRID,113,140,155,113,13,51,127,131,138,215,112,107,"1,415"
2021,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),8,PETROL/LPG,5,0,0,0,0,0,0,0,0,0,0,0,5
2021,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),1,DIESEL,207,199,171,111,47,150,157,149,78,107,131,108,"1,615"
2021,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),2,ELECTRIC(BOV),3,1,3,2,0,6,3,11,20,28,47,10,134
2021,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),3,NOT APPLICABLE,2,4,2,25,0,0,8,25,18,20,19,7,130
2021,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),4,PETROL,"2,509","3,778","3,419","1,960",283,"1,195","1,236","1,044",923,"1,238","1,412","1,177","20,174"
2021,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),5,PETROL/HYBRID,13,20,15,8,0,13,22,7,12,19,13,15,157
2021,Odisha,BOLANGIR RTO - OR3( 25-DEC-2017 ),6,PETROL/LPG,0,0,0,0,0,0,1,0,0,0,0,0,1
2021,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),1,DIESEL,35,40,35,30,12,24,48,29,23,28,30,17,351
2021,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),2,ELECTRIC(BOV),0,0,0,0,0,0,0,0,0,3,2,5,10
2021,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),3,NOT APPLICABLE,1,4,3,0,2,3,0,0,0,8,0,7,28
2021,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),4,PETROL,408,910,804,530,165,288,292,194,160,270,232,164,"4,417"
2021,Odisha,BOUDH RTO - OR27( 23-OCT-2017 ),5,PETROL/HYBRID,1,0,1,2,0,0,1,1,0,3,0,0,9
2021,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),1,DIESEL,162,160,196,173,67,133,180,132,91,132,87,64,"1,577"
2021,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),2,ELECTRIC(BOV),0,0,0,0,0,0,0,0,0,0,0,1,1
2021,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),3,NOT APPLICABLE,26,17,11,13,1,3,8,8,3,7,14,8,119
2021,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),4,PETROL,847,786,749,805,95,445,817,782,673,"1,347",878,564,"8,788"
2021,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),5,PETROL/CNG,0,0,1,1,0,0,0,0,1,1,3,0,7
2021,Odisha,CHANDIKHOLE RTO - OR4( 23-OCT-2017 ),6,PETROL/HYBRID,0,0,0,1,0,0,2,1,1,4,2,2,13
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),1,CNG ONLY,0,5,2,2,1,0,1,4,2,9,10,3,39
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),2,DIESEL,376,380,452,416,157,242,330,325,275,309,330,232,"3,824"
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),3,ELECTRIC(BOV),8,15,23,20,1,14,31,36,35,96,74,124,477
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),4,NOT APPLICABLE,4,8,18,11,0,1,3,14,16,13,19,20,127
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),5,PETROL,"3,652","3,414","4,270","2,967",285,"1,342","2,904","3,140","2,722","5,006","3,555","2,377","35,634"
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),6,PETROL/CNG,5,3,10,6,1,4,10,8,4,17,13,12,93
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),7,PETROL/HYBRID,25,21,20,38,4,20,29,27,25,32,22,19,282
2021,Odisha,CUTTACK RTO - OR5( 31-MAY-2017 ),8,PETROL/LPG,0,0,1,0,0,0,0,0,0,0,0,1,2
2021,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),1,DIESEL,18,35,23,23,3,16,30,27,14,31,34,26,280
2021,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),2,NOT APPLICABLE,7,4,6,4,0,1,0,1,0,5,2,3,33
2021,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),3,PETROL,92,204,136,142,24,66,130,214,140,220,148,119,"1,635"
2021,Odisha,DEOGARH RTO - OR28( 23-OCT-2017 ),4,PETROL/HYBRID,0,0,0,1,0,0,0,1,0,2,0,0,4
2021,Odisha,DHENKANAL RTO - OR6( 07-NOV-2017 ),1,DIESEL,46,61,68,83,27,58,93,75,35,47,57,27,677
2021,Odisha,DHENKANAL RTO - OR6( 07-NOV-2017 ),2,ELECTRIC(BOV),6,10,8,8,1,0,4,3,7,14,7,6,74
2021,Odisha,DHENKANAL RTO - OR6( 07-NOV-2017 ),3,NOT APPLICABLE,6,1,7,19,2,0,0,0,2,0,0,15,52
