0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2014,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),7,MEDIUM PASSENGER VEHICLE,0,0,2,0,0,0,0,1,0,0,0,0,3
2014,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),8,THREE WHEELER(T),2,4,6,1,3,5,6,4,30,29,39,22,151
2014,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),9,TWO WHEELER (INVALID CARRIAGE),0,0,0,0,0,0,0,1,0,1,0,0,2
2014,Odisha,BHANJANAGAR RTO - OR32( 04-DEC-2017 ),10,TWO WHEELER(NT),32,29,272,276,353,291,296,333,329,417,602,467,"3,697"
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),1,HEAVY GOODS VEHICLE,4,10,7,4,2,10,3,3,2,3,3,27,78
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),2,HEAVY MOTOR VEHICLE,0,0,0,0,0,0,2,0,0,0,0,0,2
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),3,HEAVY PASSENGER VEHICLE,0,0,1,0,0,0,0,1,1,0,2,0,5
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),4,LIGHT GOODS VEHICLE,6,4,2,10,19,24,26,60,33,35,41,33,293
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),5,LIGHT MOTOR VEHICLE,8,9,42,91,219,214,251,194,179,204,253,210,"1,874"
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),6,LIGHT PASSENGER VEHICLE,2,3,5,2,22,27,20,29,21,27,25,24,207
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),7,MEDIUM GOODS VEHICLE,0,1,2,0,1,2,1,0,1,0,1,4,13
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),8,MEDIUM PASSENGER VEHICLE,0,0,0,0,0,1,0,3,1,0,3,0,8
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),9,OTHER THAN MENTIONED ABOVE,0,0,0,0,0,0,0,0,1,1,0,0,2
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),10,THREE WHEELER(T),1,1,1,42,125,128,160,141,190,194,179,152,"1,314"
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),11,TWO WHEELER(NT),26,14,346,"1,455","2,151","1,699","2,195","1,906","2,446","2,915","2,418","1,929","19,500"
2014,Odisha,BHUBANESWAR-II RTO - OR33( 23-OCT-2017 ),12,TWO WHEELER(T),0,0,0,0,0,1,2,0,1,0,1,2,7
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),1,FOUR WHEELER (INVALID CARRIAGE),0,0,0,1,0,0,0,0,0,0,0,0,1
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),2,HEAVY GOODS VEHICLE,42,27,22,43,30,27,28,21,20,33,26,24,343
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),3,HEAVY MOTOR VEHICLE,1,0,0,0,0,0,1,0,1,0,0,0,3
2014,Odisha,BHUBANESWAR RTO - OR2( 22-JAN-2018 ),4,HEAVY PASSENGER VEHICLE,4,6,1,2,6,5,4,0,5,3,3,0,39
